"data.race","data.partyid"
"38977","white","strong democrat"
"38978","white","ind,near dem"
"38979","white","strong republican"
"38980","black","independent"
"38981","black","ind,near rep"
"38982","white","independent"
"38983","white","not str democrat"
"38984","white","independent"
"38985","white","ind,near rep"
"38986","white","ind,near dem"
"38987","white","strong republican"
"38988","white","independent"
"38989","white","ind,near rep"
"38990","white","ind,near rep"
"38991","white","independent"
"38992","white","independent"
"38993","white","independent"
"38994","white","independent"
"38995","white","not str democrat"
"38996","white","ind,near dem"
"38997","white","not str republican"
"38998","white","strong democrat"
"38999","white","independent"
"39000","white","not str democrat"
"39001","white","not str democrat"
"39002","white","ind,near dem"
"39003","white","independent"
"39004","white","independent"
"39005","white","strong republican"
"39006","white","not str democrat"
"39007","white","not str democrat"
"39008","white","strong republican"
"39009","white","not str democrat"
"39010","white","strong republican"
"39011","white","strong republican"
"39012","white","not str republican"
"39013","black","not str democrat"
"39014","white","strong republican"
"39015","white","not str democrat"
"39016","white","ind,near rep"
"39017","black","independent"
"39018","white","strong republican"
"39019","white","not str republican"
"39020","black","independent"
"39021","other","ind,near dem"
"39022","black","not str republican"
"39023","black","strong democrat"
"39024","black","independent"
"39025","white","not str democrat"
"39026","white","not str republican"
"39027","black","not str democrat"
"39028","white","strong republican"
"39029","white","ind,near dem"
"39030","white","ind,near rep"
"39031","white","not str democrat"
"39032","white","independent"
"39033","white","ind,near rep"
"39034","white","ind,near rep"
"39035","black","ind,near dem"
"39036","white","strong republican"
"39037","white","strong democrat"
"39038","white","independent"
"39039","white","ind,near dem"
"39040","white","not str republican"
"39041","white","ind,near dem"
"39042","white","ind,near rep"
"39043","white","ind,near dem"
"39044","white","ind,near rep"
"39045","white","ind,near dem"
"39046","white","ind,near rep"
"39047","white","ind,near dem"
"39048","white","ind,near rep"
"39049","white","independent"
"39050","white","not str republican"
"39051","white","ind,near dem"
"39052","white","strong republican"
"39053","white","not str democrat"
"39054","other","independent"
"39055","white","ind,near dem"
"39056","white","strong democrat"
"39057","black","not str democrat"
"39058","white","not str democrat"
"39059","black","strong democrat"
"39060","white","independent"
"39061","white","independent"
"39062","white","strong republican"
"39063","white","strong republican"
"39064","other","independent"
"39065","white","strong republican"
"39066","white","ind,near dem"
"39067","white","ind,near dem"
"39068","white","ind,near dem"
"39069","white","independent"
"39070","other","not str democrat"
"39071","white","strong democrat"
"39072","white","strong democrat"
"39073","white","strong democrat"
"39074","white","not str democrat"
"39075","white","independent"
"39076","white","not str democrat"
"39077","white","ind,near rep"
"39078","white","strong democrat"
"39079","white","not str democrat"
"39080","white","not str democrat"
"39081","white","not str republican"
"39082","white","independent"
"39083","white","strong republican"
"39084","white","not str democrat"
"39085","white","ind,near rep"
"39086","white","not str democrat"
"39087","white","ind,near dem"
"39088","white","not str republican"
"39089","white","not str republican"
"39090","white","strong democrat"
"39091","white","strong democrat"
"39092","white","strong republican"
"39093","white","not str republican"
"39094","white","independent"
"39095","white","strong republican"
"39096","white","ind,near dem"
"39097","white","ind,near rep"
"39098","white","strong democrat"
"39099","black","independent"
"39100","white","strong republican"
"39101","white","ind,near dem"
"39102","white","not str republican"
"39103","white","not str republican"
"39105","white","not str republican"
"39106","white","not str democrat"
"39107","white","independent"
"39108","white","strong democrat"
"39109","white","strong republican"
"39110","white","not str republican"
"39111","white","strong democrat"
"39112","white","ind,near rep"
"39113","white","not str democrat"
"39114","white","independent"
"39115","white","strong democrat"
"39116","white","strong democrat"
"39117","white","strong democrat"
"39118","white","independent"
"39119","white","strong democrat"
"39120","white","other party"
"39121","white","strong democrat"
"39122","white","independent"
"39123","white","not str republican"
"39124","white","ind,near dem"
"39125","white","independent"
"39126","white","independent"
"39127","white","not str democrat"
"39128","white","independent"
"39129","white","independent"
"39130","white","not str democrat"
"39131","white","strong democrat"
"39132","white","not str republican"
"39133","white","not str republican"
"39134","white","not str democrat"
"39135","black","strong democrat"
"39136","other","strong democrat"
"39137","white","not str republican"
"39138","white","not str democrat"
"39139","white","not str democrat"
"39140","white","not str democrat"
"39141","white","other party"
"39142","white","independent"
"39143","white","not str democrat"
"39144","white","strong democrat"
"39145","white","not str democrat"
"39146","white","not str democrat"
"39147","white","independent"
"39148","other","not str democrat"
"39149","black","not str republican"
"39150","white","ind,near dem"
"39151","white","not str democrat"
"39152","white","other party"
"39153","white","not str republican"
"39154","white","not str democrat"
"39155","white","ind,near dem"
"39156","black","other party"
"39157","white","independent"
"39158","white","ind,near rep"
"39159","other","not str democrat"
"39160","white","not str democrat"
"39161","white","not str democrat"
"39162","black","not str democrat"
"39163","other","not str democrat"
"39164","other","not str democrat"
"39165","other","not str republican"
"39166","other","independent"
"39167","white","ind,near rep"
"39168","white","not str republican"
"39169","other","independent"
"39170","other","not str democrat"
"39171","white","ind,near dem"
"39172","white","ind,near rep"
"39173","other","not str republican"
"39174","other","not str republican"
"39175","white","strong republican"
"39176","white","not str republican"
"39177","white","independent"
"39178","other","strong democrat"
"39179","other","strong democrat"
"39180","white","strong republican"
"39181","white","independent"
"39182","other","ind,near dem"
"39183","white","not str democrat"
"39184","white","strong republican"
"39185","white","not str democrat"
"39186","white","independent"
